Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90,League,target,G/PG,GC/PG,xG/PG,xGA/PG,Top_Team_Scorer
9,Cartagena,42,16,10,16,47,49,-2,58,1.38,46.3,51.4,-5.0,-0.12,Segunda,1,1.12,1.17,1.1,1.22,9
10,Tenerife,42,14,15,13,42,37,5,57,1.36,49.1,33.3,15.9,0.38,Segunda,1,1.0,0.88,1.17,0.79,11
11,Burgos,42,13,15,14,33,35,-2,54,1.29,35.3,45.8,-10.5,-0.25,Segunda,1,0.79,0.83,0.84,1.09,9
12,Racing Sant,42,14,12,16,39,40,-1,54,1.29,47.1,44.6,2.5,0.06,Segunda,1,0.93,0.95,1.12,1.06,7
13,Zaragoza,42,12,17,13,40,39,1,53,1.26,43.1,35.5,7.6,0.18,Segunda,1,0.95,0.93,1.03,0.85,9
14,Leganés,42,14,11,17,37,42,-5,53,1.26,45.3,39.7,5.6,0.13,Segunda,1,0.88,1.0,1.08,0.95,9
15,Huesca,42,11,19,12,36,36,0,52,1.24,36.0,48.7,-12.7,-0.3,Segunda,1,0.86,0.86,0.86,1.16,8
16,CD Mirandés,42,13,13,16,48,54,-6,52,1.24,40.4,54.7,-14.2,-0.34,Segunda,1,1.14,1.29,0.96,1.3,19
17,Sporting Gijón,42,11,17,14,43,48,-5,50,1.19,48.0,47.3,0.7,0.02,Segunda,1,1.02,1.14,1.14,1.13,6
18,Villarreal B,42,13,11,18,49,55,-6,50,1.19,49.9,51.9,-1.9,-0.05,Segunda,1,1.17,1.31,1.19,1.24,5
19,Ponferradina,42,9,17,16,40,53,-13,44,1.05,37.1,52.6,-15.5,-0.37,Segunda,2,0.95,1.26,0.88,1.25,9
20,Málaga,42,10,14,18,37,44,-7,44,1.05,38.3,50.3,-12.0,-0.29,Segunda,2,0.88,1.05,0.91,1.2,10
21,Ibiza,42,7,13,22,33,66,-33,34,0.81,36.0,57.3,-21.3,-0.51,Segunda,2,0.79,1.57,0.86,1.36,9
22,Lugo,42,6,13,23,27,57,-30,31,0.74,34.9,62.5,-27.5,-0.66,Segunda,2,0.64,1.36,0.83,1.49,7
1,Granada,42,22,9,11,55,30,25,75,1.79,52.4,36.8,15.6,0.37,Segunda,0,1.31,0.71,1.25,0.88,23
2,Las Palmas,42,18,18,6,49,29,20,72,1.71,51.1,37.8,13.3,0.32,Segunda,0,1.17,0.69,1.22,0.9,7
3,Levante,42,18,18,6,46,30,16,72,1.71,56.0,37.0,18.9,0.45,Segunda,0,1.1,0.71,1.33,0.88,8
4,Alavés,42,19,14,9,47,33,14,71,1.69,50.0,35.9,14.0,0.33,Segunda,0,1.12,0.79,1.19,0.85,10
5,Eibar,42,19,14,9,45,36,9,71,1.69,49.8,35.6,14.3,0.34,Segunda,1,1.07,0.86,1.19,0.85,12
6,Albacete,42,17,16,9,58,47,11,67,1.6,56.7,48.5,8.2,0.19,Segunda,1,1.38,1.12,1.35,1.15,11
7,FC Andorra,42,16,11,15,47,37,10,59,1.4,50.1,42.7,7.4,0.18,Segunda,1,1.12,0.88,1.19,1.02,12
8,Oviedo,42,16,11,15,34,35,-1,59,1.4,38.2,41.4,-3.1,-0.07,Segunda,1,0.81,0.83,0.91,0.99,8
9,Cartagena,42,16,10,16,47,49,-2,58,1.38,46.3,51.4,-5.0,-0.12,Segunda,1,1.12,1.17,1.1,1.22,9
10,Tenerife,42,14,15,13,42,37,5,57,1.36,49.1,33.3,15.9,0.38,Segunda,1,1.0,0.88,1.17,0.79,11
11,Burgos,42,13,15,14,33,35,-2,54,1.29,35.3,45.8,-10.5,-0.25,Segunda,1,0.79,0.83,0.84,1.09,9
12,Racing Sant,42,14,12,16,39,40,-1,54,1.29,47.1,44.6,2.5,0.06,Segunda,1,0.93,0.95,1.12,1.06,7
13,Zaragoza,42,12,17,13,40,39,1,53,1.26,43.1,35.5,7.6,0.18,Segunda,1,0.95,0.93,1.03,0.85,9
14,Leganés,42,14,11,17,37,42,-5,53,1.26,45.3,39.7,5.6,0.13,Segunda,1,0.88,1.0,1.08,0.95,9
15,Huesca,42,11,19,12,36,36,0,52,1.24,36.0,48.7,-12.7,-0.3,Segunda,1,0.86,0.86,0.86,1.16,8
16,CD Mirandés,42,13,13,16,48,54,-6,52,1.24,40.4,54.7,-14.2,-0.34,Segunda,1,1.14,1.29,0.96,1.3,19
17,Sporting Gijón,42,11,17,14,43,48,-5,50,1.19,48.0,47.3,0.7,0.02,Segunda,1,1.02,1.14,1.14,1.13,6
18,Villarreal B,42,13,11,18,49,55,-6,50,1.19,49.9,51.9,-1.9,-0.05,Segunda,1,1.17,1.31,1.19,1.24,5
19,Ponferradina,42,9,17,16,40,53,-13,44,1.05,37.1,52.6,-15.5,-0.37,Segunda,2,0.95,1.26,0.88,1.25,9
20,Málaga,42,10,14,18,37,44,-7,44,1.05,38.3,50.3,-12.0,-0.29,Segunda,2,0.88,1.05,0.91,1.2,10
21,Ibiza,42,7,13,22,33,66,-33,34,0.81,36.0,57.3,-21.3,-0.51,Segunda,2,0.79,1.57,0.86,1.36,9
22,Lugo,42,6,13,23,27,57,-30,31,0.74,34.9,62.5,-27.5,-0.66,Segunda,2,0.64,1.36,0.83,1.49,7
1,Granada,42,22,9,11,55,30,25,75,1.79,52.4,36.8,15.6,0.37,Segunda,0,1.31,0.71,1.25,0.88,23
2,Las Palmas,42,18,18,6,49,29,20,72,1.71,51.1,37.8,13.3,0.32,Segunda,0,1.17,0.69,1.22,0.9,7
3,Levante,42,18,18,6,46,30,16,72,1.71,56.0,37.0,18.9,0.45,Segunda,0,1.1,0.71,1.33,0.88,8
4,Alavés,42,19,14,9,47,33,14,71,1.69,50.0,35.9,14.0,0.33,Segunda,0,1.12,0.79,1.19,0.85,10
5,Eibar,42,19,14,9,45,36,9,71,1.69,49.8,35.6,14.3,0.34,Segunda,1,1.07,0.86,1.19,0.85,12
6,Albacete,42,17,16,9,58,47,11,67,1.6,56.7,48.5,8.2,0.19,Segunda,1,1.38,1.12,1.35,1.15,11
7,FC Andorra,42,16,11,15,47,37,10,59,1.4,50.1,42.7,7.4,0.18,Segunda,1,1.12,0.88,1.19,1.02,12
8,Oviedo,42,16,11,15,34,35,-1,59,1.4,38.2,41.4,-3.1,-0.07,Segunda,1,0.81,0.83,0.91,0.99,8
9,Cartagena,42,16,10,16,47,49,-2,58,1.38,46.3,51.4,-5.0,-0.12,Segunda,1,1.12,1.17,1.1,1.22,9
10,Tenerife,42,14,15,13,42,37,5,57,1.36,49.1,33.3,15.9,0.38,Segunda,1,1.0,0.88,1.17,0.79,11
11,Burgos,42,13,15,14,33,35,-2,54,1.29,35.3,45.8,-10.5,-0.25,Segunda,1,0.79,0.83,0.84,1.09,9
12,Racing Sant,42,14,12,16,39,40,-1,54,1.29,47.1,44.6,2.5,0.06,Segunda,1,0.93,0.95,1.12,1.06,7
13,Zaragoza,42,12,17,13,40,39,1,53,1.26,43.1,35.5,7.6,0.18,Segunda,1,0.95,0.93,1.03,0.85,9
14,Leganés,42,14,11,17,37,42,-5,53,1.26,45.3,39.7,5.6,0.13,Segunda,1,0.88,1.0,1.08,0.95,9
15,Huesca,42,11,19,12,36,36,0,52,1.24,36.0,48.7,-12.7,-0.3,Segunda,1,0.86,0.86,0.86,1.16,8
16,CD Mirandés,42,13,13,16,48,54,-6,52,1.24,40.4,54.7,-14.2,-0.34,Segunda,1,1.14,1.29,0.96,1.3,19
17,Sporting Gijón,42,11,17,14,43,48,-5,50,1.19,48.0,47.3,0.7,0.02,Segunda,1,1.02,1.14,1.14,1.13,6
18,Villarreal B,42,13,11,18,49,55,-6,50,1.19,49.9,51.9,-1.9,-0.05,Segunda,1,1.17,1.31,1.19,1.24,5
19,Ponferradina,42,9,17,16,40,53,-13,44,1.05,37.1,52.6,-15.5,-0.37,Segunda,2,0.95,1.26,0.88,1.25,9
20,Málaga,42,10,14,18,37,44,-7,44,1.05,38.3,50.3,-12.0,-0.29,Segunda,2,0.88,1.05,0.91,1.2,10
21,Ibiza,42,7,13,22,33,66,-33,34,0.81,36.0,57.3,-21.3,-0.51,Segunda,2,0.79,1.57,0.86,1.36,9
22,Lugo,42,6,13,23,27,57,-30,31,0.74,34.9,62.5,-27.5,-0.66,Segunda,2,0.64,1.36,0.83,1.49,7
1,Granada,42,22,9,11,55,30,25,75,1.79,52.4,36.8,15.6,0.37,Segunda,0,1.31,0.71,1.25,0.88,23
2,Las Palmas,42,18,18,6,49,29,20,72,1.71,51.1,37.8,13.3,0.32,Segunda,0,1.17,0.69,1.22,0.9,7
3,Levante,42,18,18,6,46,30,16,72,1.71,56.0,37.0,18.9,0.45,Segunda,0,1.1,0.71,1.33,0.88,8
4,Alavés,42,19,14,9,47,33,14,71,1.69,50.0,35.9,14.0,0.33,Segunda,0,1.12,0.79,1.19,0.85,10
5,Eibar,42,19,14,9,45,36,9,71,1.69,49.8,35.6,14.3,0.34,Segunda,1,1.07,0.86,1.19,0.85,12
6,Albacete,42,17,16,9,58,47,11,67,1.6,56.7,48.5,8.2,0.19,Segunda,1,1.38,1.12,1.35,1.15,11
7,FC Andorra,42,16,11,15,47,37,10,59,1.4,50.1,42.7,7.4,0.18,Segunda,1,1.12,0.88,1.19,1.02,12
8,Oviedo,42,16,11,15,34,35,-1,59,1.4,38.2,41.4,-3.1,-0.07,Segunda,1,0.81,0.83,0.91,0.99,8
9,Cartagena,42,16,10,16,47,49,-2,58,1.38,46.3,51.4,-5.0,-0.12,Segunda,1,1.12,1.17,1.1,1.22,9
10,Tenerife,42,14,15,13,42,37,5,57,1.36,49.1,33.3,15.9,0.38,Segunda,1,1.0,0.88,1.17,0.79,11
11,Burgos,42,13,15,14,33,35,-2,54,1.29,35.3,45.8,-10.5,-0.25,Segunda,1,0.79,0.83,0.84,1.09,9
12,Racing Sant,42,14,12,16,39,40,-1,54,1.29,47.1,44.6,2.5,0.06,Segunda,1,0.93,0.95,1.12,1.06,7
13,Zaragoza,42,12,17,13,40,39,1,53,1.26,43.1,35.5,7.6,0.18,Segunda,1,0.95,0.93,1.03,0.85,9
14,Leganés,42,14,11,17,37,42,-5,53,1.26,45.3,39.7,5.6,0.13,Segunda,1,0.88,1.0,1.08,0.95,9
15,Huesca,42,11,19,12,36,36,0,52,1.24,36.0,48.7,-12.7,-0.3,Segunda,1,0.86,0.86,0.86,1.16,8
16,CD Mirandés,42,13,13,16,48,54,-6,52,1.24,40.4,54.7,-14.2,-0.34,Segunda,1,1.14,1.29,0.96,1.3,19
17,Sporting Gijón,42,11,17,14,43,48,-5,50,1.19,48.0,47.3,0.7,0.02,Segunda,1,1.02,1.14,1.14,1.13,6
18,Villarreal B,42,13,11,18,49,55,-6,50,1.19,49.9,51.9,-1.9,-0.05,Segunda,1,1.17,1.31,1.19,1.24,5
19,Ponferradina,42,9,17,16,40,53,-13,44,1.05,37.1,52.6,-15.5,-0.37,Segunda,2,0.95,1.26,0.88,1.25,9
20,Málaga,42,10,14,18,37,44,-7,44,1.05,38.3,50.3,-12.0,-0.29,Segunda,2,0.88,1.05,0.91,1.2,10
21,Ibiza,42,7,13,22,33,66,-33,34,0.81,36.0,57.3,-21.3,-0.51,Segunda,2,0.79,1.57,0.86,1.36,9
22,Lugo,42,6,13,23,27,57,-30,31,0.74,34.9,62.5,-27.5,-0.66,Segunda,2,0.64,1.36,0.83,1.49,7
1,Barcelona,38,28,4,6,70,20,50,88,2.32,75.5,33.2,42.3,1.11,La_Liga,0,1.84,0.53,1.99,0.87,23
2,Real Madrid,38,24,6,8,75,36,39,78,2.05,75.5,38.9,36.6,0.96,La_Liga,0,1.97,0.95,1.99,1.02,19
3,Atlético Madrid,38,23,8,7,70,33,37,77,2.03,62.3,41.3,20.9,0.55,La_Liga,0,1.84,0.87,1.64,1.09,15
4,Real Sociedad,38,21,8,9,51,35,16,71,1.87,52.7,33.4,19.3,0.51,La_Liga,0,1.34,0.92,1.39,0.88,12
5,Villarreal,38,19,7,12,59,40,19,64,1.68,61.7,50.3,11.3,0.3,La_Liga,1,1.55,1.05,1.62,1.32,12
6,Betis,38,17,9,12,46,41,5,60,1.58,51.8,50.1,1.8,0.05,La_Liga,1,1.21,1.08,1.36,1.32,15
7,Osasuna,38,15,8,15,37,42,-5,53,1.39,39.4,45.7,-6.3,-0.17,La_Liga,1,0.97,1.11,1.04,1.2,8
8,Athletic Club,38,14,9,15,47,43,4,51,1.34,54.2,36.9,17.3,0.46,La_Liga,1,1.24,1.13,1.43,0.97,10
9,Mallorca,38,14,8,16,37,43,-6,50,1.32,35.2,46.4,-11.2,-0.3,La_Liga,1,0.97,1.13,0.93,1.22,15
10,Girona,38,13,10,15,58,55,3,49,1.29,50.4,55.0,-4.6,-0.12,La_Liga,1,1.53,1.45,1.33,1.45,13
11,Rayo Vallecano,38,13,10,15,45,53,-8,49,1.29,43.9,49.9,-6.0,-0.16,La_Liga,1,1.18,1.39,1.16,1.31,9
12,Sevilla,38,13,10,15,47,54,-7,49,1.29,46.3,54.2,-7.9,-0.21,La_Liga,1,1.24,1.42,1.22,1.43,8
13,Celta Vigo,38,11,10,17,43,53,-10,43,1.13,42.8,45.5,-2.8,-0.07,La_Liga,1,1.13,1.39,1.13,1.2,12
14,Cádiz,38,10,12,16,30,53,-23,42,1.11,41.6,61.4,-19.9,-0.52,La_Liga,1,0.79,1.39,1.09,1.62,4
15,Getafe,38,10,12,16,34,45,-11,42,1.11,36.7,46.0,-9.4,-0.25,La_Liga,1,0.89,1.18,0.97,1.21,14
16,Valencia,38,11,9,18,42,45,-3,42,1.11,49.3,43.5,5.8,0.15,La_Liga,1,1.11,1.18,1.3,1.14,6
17,Almería,38,11,8,19,49,65,-16,41,1.08,45.5,62.5,-17.0,-0.45,La_Liga,2,1.29,1.71,1.2,1.64,7
18,Valladolid,38,11,7,20,33,63,-30,40,1.05,38.6,64.9,-26.3,-0.69,La_Liga,2,0.87,1.66,1.02,1.71,8
19,Espanyol,38,8,13,17,52,69,-17,37,0.97,48.3,59.8,-11.5,-0.3,La_Liga,2,1.37,1.82,1.27,1.57,16
20,Elche,38,5,10,23,30,67,-37,25,0.66,37.5,70.0,-32.6,-0.86,La_Liga,2,0.79,1.76,0.99,1.84,7
1,Barcelona,38,28,4,6,70,20,50,88,2.32,75.5,33.2,42.3,1.11,La_Liga,0,1.84,0.53,1.99,0.87,23
2,Real Madrid,38,24,6,8,75,36,39,78,2.05,75.5,38.9,36.6,0.96,La_Liga,0,1.97,0.95,1.99,1.02,19
3,Atlético Madrid,38,23,8,7,70,33,37,77,2.03,62.3,41.3,20.9,0.55,La_Liga,0,1.84,0.87,1.64,1.09,15
4,Real Sociedad,38,21,8,9,51,35,16,71,1.87,52.7,33.4,19.3,0.51,La_Liga,0,1.34,0.92,1.39,0.88,12
5,Villarreal,38,19,7,12,59,40,19,64,1.68,61.7,50.3,11.3,0.3,La_Liga,1,1.55,1.05,1.62,1.32,12
6,Betis,38,17,9,12,46,41,5,60,1.58,51.8,50.1,1.8,0.05,La_Liga,1,1.21,1.08,1.36,1.32,15
7,Osasuna,38,15,8,15,37,42,-5,53,1.39,39.4,45.7,-6.3,-0.17,La_Liga,1,0.97,1.11,1.04,1.2,8
8,Athletic Club,38,14,9,15,47,43,4,51,1.34,54.2,36.9,17.3,0.46,La_Liga,1,1.24,1.13,1.43,0.97,10
9,Mallorca,38,14,8,16,37,43,-6,50,1.32,35.2,46.4,-11.2,-0.3,La_Liga,1,0.97,1.13,0.93,1.22,15
10,Girona,38,13,10,15,58,55,3,49,1.29,50.4,55.0,-4.6,-0.12,La_Liga,1,1.53,1.45,1.33,1.45,13
11,Rayo Vallecano,38,13,10,15,45,53,-8,49,1.29,43.9,49.9,-6.0,-0.16,La_Liga,1,1.18,1.39,1.16,1.31,9
12,Sevilla,38,13,10,15,47,54,-7,49,1.29,46.3,54.2,-7.9,-0.21,La_Liga,1,1.24,1.42,1.22,1.43,8
13,Celta Vigo,38,11,10,17,43,53,-10,43,1.13,42.8,45.5,-2.8,-0.07,La_Liga,1,1.13,1.39,1.13,1.2,12
14,Cádiz,38,10,12,16,30,53,-23,42,1.11,41.6,61.4,-19.9,-0.52,La_Liga,1,0.79,1.39,1.09,1.62,4
15,Getafe,38,10,12,16,34,45,-11,42,1.11,36.7,46.0,-9.4,-0.25,La_Liga,1,0.89,1.18,0.97,1.21,14
16,Valencia,38,11,9,18,42,45,-3,42,1.11,49.3,43.5,5.8,0.15,La_Liga,1,1.11,1.18,1.3,1.14,6
17,Almería,38,11,8,19,49,65,-16,41,1.08,45.5,62.5,-17.0,-0.45,La_Liga,2,1.29,1.71,1.2,1.64,7
18,Valladolid,38,11,7,20,33,63,-30,40,1.05,38.6,64.9,-26.3,-0.69,La_Liga,2,0.87,1.66,1.02,1.71,8
19,Espanyol,38,8,13,17,52,69,-17,37,0.97,48.3,59.8,-11.5,-0.3,La_Liga,2,1.37,1.82,1.27,1.57,16
20,Elche,38,5,10,23,30,67,-37,25,0.66,37.5,70.0,-32.6,-0.86,La_Liga,2,0.79,1.76,0.99,1.84,7
1,Barcelona,38,28,4,6,70,20,50,88,2.32,75.5,33.2,42.3,1.11,La_Liga,0,1.84,0.53,1.99,0.87,23
2,Real Madrid,38,24,6,8,75,36,39,78,2.05,75.5,38.9,36.6,0.96,La_Liga,0,1.97,0.95,1.99,1.02,19
3,Atlético Madrid,38,23,8,7,70,33,37,77,2.03,62.3,41.3,20.9,0.55,La_Liga,0,1.84,0.87,1.64,1.09,15
4,Real Sociedad,38,21,8,9,51,35,16,71,1.87,52.7,33.4,19.3,0.51,La_Liga,0,1.34,0.92,1.39,0.88,12
5,Villarreal,38,19,7,12,59,40,19,64,1.68,61.7,50.3,11.3,0.3,La_Liga,1,1.55,1.05,1.62,1.32,12
6,Betis,38,17,9,12,46,41,5,60,1.58,51.8,50.1,1.8,0.05,La_Liga,1,1.21,1.08,1.36,1.32,15
7,Osasuna,38,15,8,15,37,42,-5,53,1.39,39.4,45.7,-6.3,-0.17,La_Liga,1,0.97,1.11,1.04,1.2,8
8,Athletic Club,38,14,9,15,47,43,4,51,1.34,54.2,36.9,17.3,0.46,La_Liga,1,1.24,1.13,1.43,0.97,10
9,Mallorca,38,14,8,16,37,43,-6,50,1.32,35.2,46.4,-11.2,-0.3,La_Liga,1,0.97,1.13,0.93,1.22,15
10,Girona,38,13,10,15,58,55,3,49,1.29,50.4,55.0,-4.6,-0.12,La_Liga,1,1.53,1.45,1.33,1.45,13
11,Rayo Vallecano,38,13,10,15,45,53,-8,49,1.29,43.9,49.9,-6.0,-0.16,La_Liga,1,1.18,1.39,1.16,1.31,9
12,Sevilla,38,13,10,15,47,54,-7,49,1.29,46.3,54.2,-7.9,-0.21,La_Liga,1,1.24,1.42,1.22,1.43,8
13,Celta Vigo,38,11,10,17,43,53,-10,43,1.13,42.8,45.5,-2.8,-0.07,La_Liga,1,1.13,1.39,1.13,1.2,12
14,Cádiz,38,10,12,16,30,53,-23,42,1.11,41.6,61.4,-19.9,-0.52,La_Liga,1,0.79,1.39,1.09,1.62,4
15,Getafe,38,10,12,16,34,45,-11,42,1.11,36.7,46.0,-9.4,-0.25,La_Liga,1,0.89,1.18,0.97,1.21,14
16,Valencia,38,11,9,18,42,45,-3,42,1.11,49.3,43.5,5.8,0.15,La_Liga,1,1.11,1.18,1.3,1.14,6
17,Almería,38,11,8,19,49,65,-16,41,1.08,45.5,62.5,-17.0,-0.45,La_Liga,2,1.29,1.71,1.2,1.64,7
18,Valladolid,38,11,7,20,33,63,-30,40,1.05,38.6,64.9,-26.3,-0.69,La_Liga,2,0.87,1.66,1.02,1.71,8
19,Espanyol,38,8,13,17,52,69,-17,37,0.97,48.3,59.8,-11.5,-0.3,La_Liga,2,1.37,1.82,1.27,1.57,16
20,Elche,38,5,10,23,30,67,-37,25,0.66,37.5,70.0,-32.6,-0.86,La_Liga,2,0.79,1.76,0.99,1.84,7
1,Barcelona,38,28,4,6,70,20,50,88,2.32,75.5,33.2,42.3,1.11,La_Liga,0,1.84,0.53,1.99,0.87,23
2,Real Madrid,38,24,6,8,75,36,39,78,2.05,75.5,38.9,36.6,0.96,La_Liga,0,1.97,0.95,1.99,1.02,19
3,Atlético Madrid,38,23,8,7,70,33,37,77,2.03,62.3,41.3,20.9,0.55,La_Liga,0,1.84,0.87,1.64,1.09,15
4,Real Sociedad,38,21,8,9,51,35,16,71,1.87,52.7,33.4,19.3,0.51,La_Liga,0,1.34,0.92,1.39,0.88,12
5,Villarreal,38,19,7,12,59,40,19,64,1.68,61.7,50.3,11.3,0.3,La_Liga,1,1.55,1.05,1.62,1.32,12
6,Betis,38,17,9,12,46,41,5,60,1.58,51.8,50.1,1.8,0.05,La_Liga,1,1.21,1.08,1.36,1.32,15
7,Osasuna,38,15,8,15,37,42,-5,53,1.39,39.4,45.7,-6.3,-0.17,La_Liga,1,0.97,1.11,1.04,1.2,8
8,Athletic Club,38,14,9,15,47,43,4,51,1.34,54.2,36.9,17.3,0.46,La_Liga,1,1.24,1.13,1.43,0.97,10
9,Mallorca,38,14,8,16,37,43,-6,50,1.32,35.2,46.4,-11.2,-0.3,La_Liga,1,0.97,1.13,0.93,1.22,15
10,Girona,38,13,10,15,58,55,3,49,1.29,50.4,55.0,-4.6,-0.12,La_Liga,1,1.53,1.45,1.33,1.45,13
11,Rayo Vallecano,38,13,10,15,45,53,-8,49,1.29,43.9,49.9,-6.0,-0.16,La_Liga,1,1.18,1.39,1.16,1.31,9
12,Sevilla,38,13,10,15,47,54,-7,49,1.29,46.3,54.2,-7.9,-0.21,La_Liga,1,1.24,1.42,1.22,1.43,8
13,Celta Vigo,38,11,10,17,43,53,-10,43,1.13,42.8,45.5,-2.8,-0.07,La_Liga,1,1.13,1.39,1.13,1.2,12
14,Cádiz,38,10,12,16,30,53,-23,42,1.11,41.6,61.4,-19.9,-0.52,La_Liga,1,0.79,1.39,1.09,1.62,4
15,Getafe,38,10,12,16,34,45,-11,42,1.11,36.7,46.0,-9.4,-0.25,La_Liga,1,0.89,1.18,0.97,1.21,14
16,Valencia,38,11,9,18,42,45,-3,42,1.11,49.3,43.5,5.8,0.15,La_Liga,1,1.11,1.18,1.3,1.14,6
17,Almería,38,11,8,19,49,65,-16,41,1.08,45.5,62.5,-17.0,-0.45,La_Liga,2,1.29,1.71,1.2,1.64,7
18,Valladolid,38,11,7,20,33,63,-30,40,1.05,38.6,64.9,-26.3,-0.69,La_Liga,2,0.87,1.66,1.02,1.71,8
19,Espanyol,38,8,13,17,52,69,-17,37,0.97,48.3,59.8,-11.5,-0.3,La_Liga,2,1.37,1.82,1.27,1.57,16
20,Elche,38,5,10,23,30,67,-37,25,0.66,37.5,70.0,-32.6,-0.86,La_Liga,2,0.79,1.76,0.99,1.84,7
1,Barcelona,38,28,4,6,70,20,50,88,2.32,75.5,33.2,42.3,1.11,La_Liga,0,1.84,0.53,1.99,0.87,23
2,Real Madrid,38,24,6,8,75,36,39,78,2.05,75.5,38.9,36.6,0.96,La_Liga,0,1.97,0.95,1.99,1.02,19
3,Atlético Madrid,38,23,8,7,70,33,37,77,2.03,62.3,41.3,20.9,0.55,La_Liga,0,1.84,0.87,1.64,1.09,15
4,Real Sociedad,38,21,8,9,51,35,16,71,1.87,52.7,33.4,19.3,0.51,La_Liga,0,1.34,0.92,1.39,0.88,12
5,Villarreal,38,19,7,12,59,40,19,64,1.68,61.7,50.3,11.3,0.3,La_Liga,1,1.55,1.05,1.62,1.32,12
6,Betis,38,17,9,12,46,41,5,60,1.58,51.8,50.1,1.8,0.05,La_Liga,1,1.21,1.08,1.36,1.32,15
7,Osasuna,38,15,8,15,37,42,-5,53,1.39,39.4,45.7,-6.3,-0.17,La_Liga,1,0.97,1.11,1.04,1.2,8
8,Athletic Club,38,14,9,15,47,43,4,51,1.34,54.2,36.9,17.3,0.46,La_Liga,1,1.24,1.13,1.43,0.97,10
9,Mallorca,38,14,8,16,37,43,-6,50,1.32,35.2,46.4,-11.2,-0.3,La_Liga,1,0.97,1.13,0.93,1.22,15
10,Girona,38,13,10,15,58,55,3,49,1.29,50.4,55.0,-4.6,-0.12,La_Liga,1,1.53,1.45,1.33,1.45,13
11,Rayo Vallecano,38,13,10,15,45,53,-8,49,1.29,43.9,49.9,-6.0,-0.16,La_Liga,1,1.18,1.39,1.16,1.31,9
12,Sevilla,38,13,10,15,47,54,-7,49,1.29,46.3,54.2,-7.9,-0.21,La_Liga,1,1.24,1.42,1.22,1.43,8
13,Celta Vigo,38,11,10,17,43,53,-10,43,1.13,42.8,45.5,-2.8,-0.07,La_Liga,1,1.13,1.39,1.13,1.2,12
14,Cádiz,38,10,12,16,30,53,-23,42,1.11,41.6,61.4,-19.9,-0.52,La_Liga,1,0.79,1.39,1.09,1.62,4
15,Getafe,38,10,12,16,34,45,-11,42,1.11,36.7,46.0,-9.4,-0.25,La_Liga,1,0.89,1.18,0.97,1.21,14
16,Valencia,38,11,9,18,42,45,-3,42,1.11,49.3,43.5,5.8,0.15,La_Liga,1,1.11,1.18,1.3,1.14,6
17,Almería,38,11,8,19,49,65,-16,41,1.08,45.5,62.5,-17.0,-0.45,La_Liga,2,1.29,1.71,1.2,1.64,7
18,Valladolid,38,11,7,20,33,63,-30,40,1.05,38.6,64.9,-26.3,-0.69,La_Liga,2,0.87,1.66,1.02,1.71,8
19,Espanyol,38,8,13,17,52,69,-17,37,0.97,48.3,59.8,-11.5,-0.3,La_Liga,2,1.37,1.82,1.27,1.57,16
20,Elche,38,5,10,23,30,67,-37,25,0.66,37.5,70.0,-32.6,-0.86,La_Liga,2,0.79,1.76,0.99,1.84,7
1,Barcelona,38,28,4,6,70,20,50,88,2.32,75.5,33.2,42.3,1.11,La_Liga,0,1.84,0.53,1.99,0.87,23
2,Real Madrid,38,24,6,8,75,36,39,78,2.05,75.5,38.9,36.6,0.96,La_Liga,0,1.97,0.95,1.99,1.02,19
3,Atlético Madrid,38,23,8,7,70,33,37,77,2.03,62.3,41.3,20.9,0.55,La_Liga,0,1.84,0.87,1.64,1.09,15
4,Real Sociedad,38,21,8,9,51,35,16,71,1.87,52.7,33.4,19.3,0.51,La_Liga,0,1.34,0.92,1.39,0.88,12
5,Villarreal,38,19,7,12,59,40,19,64,1.68,61.7,50.3,11.3,0.3,La_Liga,1,1.55,1.05,1.62,1.32,12
6,Betis,38,17,9,12,46,41,5,60,1.58,51.8,50.1,1.8,0.05,La_Liga,1,1.21,1.08,1.36,1.32,15
7,Osasuna,38,15,8,15,37,42,-5,53,1.39,39.4,45.7,-6.3,-0.17,La_Liga,1,0.97,1.11,1.04,1.2,8
8,Athletic Club,38,14,9,15,47,43,4,51,1.34,54.2,36.9,17.3,0.46,La_Liga,1,1.24,1.13,1.43,0.97,10
9,Mallorca,38,14,8,16,37,43,-6,50,1.32,35.2,46.4,-11.2,-0.3,La_Liga,1,0.97,1.13,0.93,1.22,15
10,Girona,38,13,10,15,58,55,3,49,1.29,50.4,55.0,-4.6,-0.12,La_Liga,1,1.53,1.45,1.33,1.45,13
11,Rayo Vallecano,38,13,10,15,45,53,-8,49,1.29,43.9,49.9,-6.0,-0.16,La_Liga,1,1.18,1.39,1.16,1.31,9
12,Sevilla,38,13,10,15,47,54,-7,49,1.29,46.3,54.2,-7.9,-0.21,La_Liga,1,1.24,1.42,1.22,1.43,8
13,Celta Vigo,38,11,10,17,43,53,-10,43,1.13,42.8,45.5,-2.8,-0.07,La_Liga,1,1.13,1.39,1.13,1.2,12
14,Cádiz,38,10,12,16,30,53,-23,42,1.11,41.6,61.4,-19.9,-0.52,La_Liga,1,0.79,1.39,1.09,1.62,4
